c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29
1.0,0.3101754845468832,0.016747307398475065,0.3967408335944845,0.5379231647014073,0.005373775973250537,0.0026091818351245575,0.6680666364814439,0.003879155861952649,0.8104806367357013,0.009120577492489571,0.4078841024812091,0.015112318371922564,0.0013298442795246878,0.01739936611974731,0.6070383478114323,0.01597643314841096,0.0009933488814027813,0.0012492999612286218,0.0015841414595508744,0.0009913793103448277,4.3163914967087515e-05,0.0027150788183328604,0.0009699530111652369,0.0013333333333333333,0.004475742706387172,0.719041741827273,0.5940505374316425,0.014512129380053909,0.3733903894472362
0.3101754845468832,1.0,0.015824989914548723,0.16425781490654148,0.5231413425987794,0.005445413692836373,0.00178397212543554,0.3384397163120567,0.004574173075273736,0.2588599896695936,0.009709597450123952,0.5116942836755728,0.019380872433801655,0.000614304519526108,0.022084805653710248,0.20148991770349858,0.01967741935483871,0.0004134427972358396,0.0007062562533105762,0.0010795985060690944,0.00041232255404370616,5.907197920666332e-05,0.0025734796153325207,0.0003829386119948156,0.0008515636470415504,0.004104909361397322,0.30385616661243087,0.388171959116798,0.018712243995874466,0.5722138657185833
0.016747307398475065,0.015824989914548723,1.0,0.017751845029854253,0.01964020166116572,0.1838854319180088,0.09324137931034483,0.014652150298721177,0.06202625254205953,0.017756799280737243,0.005288110867979577,0.020944781938525704,0.019020382223432747,0.018809501802384693,0.017554151624548736,0.01564200561897289,0.023586400470822583,0.004487001572763438,0.010500508835229901,0.024327074276200168,0.008742714404662781,0.003700619853825516,0.1408567099765851,0.008418910167453048,0.013921006382388308,0.12263671243008367,0.01392929134428525,0.01602084959451772,0.017342352567303765,0.019684153693872043
0.3967408335944845,0.16425781490654148,0.017751845029854253,1.0,0.2723146949290548,0.006615949551447917,0.0028392324501938016,0.45453237237525335,0.004628955248037549,0.40229051502380825,0.007132033205955989,0.20051083745951115,0.011887927916077477,0.001523466295355885,0.013548620474201717,0.49859993219402554,0.012719931722689076,0.000806464885860531,0.0013638977898282802,0.0015209001112055996,0.0008052455999079719,6.58035435208186e-05,0.003169124568559774,0.0007559945436915542,0.0014772018514263205,0.0045329909815668935,0.41927821976248125,0.4189879152229011,0.011263298090994295,0.18304885226603884
0.5379231647014073,0.5231413425987794,0.01964020166116572,0.2723146949290548,1.0,0.006943724738314851,0.002071352647788286,0.5313138463023439,0.0051982895950364715,0.46071906674316315,0.012306803408926766,0.6600583590799862,0.01985782945290241,0.0008570449091532396,0.02282342783134264,0.3395635496429957,0.02014557542411738,0.0005477872279083178,0.0009194873857824263,0.0013679500698224516,0.0005463380970181442,5.766181346403344e-05,0.0029421899435417604,0.0005176727732880849,0.0010035266794735786,0.004608667529107374,0.4980075989250301,0.6021733699725206,0.019058037770612622,0.5903785316897567
0.005373775973250537,0.005445413692836373,0.1838854319180088,0.006615949551447917,0.006943724738314851,1.0,0.36011021619330225,0.004523905431785083,0.22749125874125875,0.005900220711959966,0.007084585659081151,0.007791734935372292,0.03986099754701553,0.0728355474118186,0.03490923598643527,0.00513009013616314,0.05677471310650292,0.022785999530185577,0.05282930265320498,0.08425821064552662,0.032992565055762084,0.018792576932111817,0.33762057877813506,0.031845653184565316,0.052364475201845444,0.3855542216886755,0.00405297494387609,0.005140779572165384,0.0361247947454844,0.006840437788018433
0.0026091818351245575,0.00178397212543554,0.09324137931034483,0.0028392324501938016,0.002071352647788286,0.36011021619330225,1.0,0.001772313587737506,0.4624013294557541,0.002807514094633768,0.005426356589147287,0.002272371101708196,0.0554182845040593,0.16217430368373764,0.053151618398637135,0.002671768314806874,0.10713031260976466,0.022192028985507248,0.07040358744394619,0.22774988589685075,0.08699676075890792,0.01910828025477707,0.5446991404011461,0.06843065693430657,0.13804247460757155,0.3444722918407129,0.001956005402300635,0.00199203187250996,0.04756833510827121,0.0022471039479291773
0.6680666364814439,0.3384397163120567,0.014652150298721177,0.45453237237525335,0.5313138463023439,0.004523905431785083,0.001772313587737506,1.0,0.003531908688819403,0.5793574867300333,0.007047600184855087,0.3621813582409029,0.011513374621162208,0.0009187557422233889,0.013210344259594794,0.5712497034557292,0.012097900948435984,0.0006761548229628774,0.0009053050878145935,0.0012123793764437965,0.0006751304977852426,3.297119965709952e-05,0.0022459909846236003,0.0006752083264714601,0.0009699639962516645,0.003379021511517228,0.8103973734191192,0.7754244436605677,0.011004217185028992,0.33167972699696663
0.003879155861952649,0.004574173075273736,0.06202625254205953,0.004628955248037549,0.0051982895950364715,0.22749125874125875,0.4624013294557541,0.003531908688819403,1.0,0.004471147128685203,0.015280135823429542,0.006580016246953696,0.09335996005991014,0.24183460736622656,0.0821917808219178,0.003814750368089948,0.16378030677882235,0.03553660270078181,0.11212333566923616,0.3385269121813031,0.1347985347985348,0.03151862464183381,0.33731430235945237,0.12719298245614036,0.1825284090909091,0.2869009584664537,0.003036978756884343,0.003745717278230459,0.0771156735102654,0.005615949296000642
0.8104806367357013,0.2588599896695936,0.017756799280737243,0.40229051502380825,0.46071906674316315,0.005900220711959966,0.002807514094633768,0.5793574867300333,0.004471147128685203,1.0,0.009398541193351668,0.3781761298778168,0.016753376927115652,0.00149508756941478,0.01916376306620209,0.6395610855295385,0.01777767200552131,0.0011237566947207346,0.0014067044966858996,0.0017523087852237746,0.001121290199446512,4.7787441460384214e-05,0.0030981143850577274,0.0010737038009114553,0.0014755932122712235,0.004906726964386659,0.6358881733940631,0.5011689658909688,0.016137888228413187,0.3430206325115878
0.009120577492489571,0.009709597450123952,0.005288110867979577,0.007132033205955989,0.012306803408926766,0.007084585659081151,0.005426356589147287,0.007047600184855087,0.015280135823429542,0.009398541193351668,1.0,0.017009847806624886,0.148047229791099,0.002328288707799767,0.15384615384615385,0.007298523242727056,0.14814814814814814,0.003780718336483932,0.0030349013657056147,0.009424083769633508,0.001607717041800643,0.001949317738791423,0.006868131868131868,0.0016260162601626016,0.004076086956521739,0.010094431781178768,0.006827907871327595,0.0077735698624676105,0.1644486692015209,0.014028308622789702
0.4078841024812091,0.5116942836755728,0.020944781938525704,0.20051083745951115,0.6600583590799862,0.007791734935372292,0.002272371101708196,0.3621813582409029,0.006580016246953696,0.3781761298778168,0.017009847806624886,1.0,0.028542347003689725,0.0008393134416047674,0.03313253012048193,0.25143737322901893,0.028780919472420043,0.00042536900761410524,0.0008887760284408329,0.001254075746175069,0.00042371085970933437,4.255138079230671e-05,0.003388171516771449,0.0003814367450731087,0.0010970001265769376,0.005472483428395252,0.3441896168186233,0.40680817553781723,0.02754201324053641,0.7701784037558685
0.015112318371922564,0.019380872433801655,0.019020382223432747,0.011887927916077477,0.01985782945290241,0.03986099754701553,0.0554182845040593,0.011513374621162208,0.09335996005991014,0.016753376927115652,0.148047229791099,0.028542347003689725,1.0,0.09494773519163763,0.4923728813559322,0.012032199322656955,0.4622792937399679,0.03459821428571429,0.0720081135902637,0.1111111111111111,0.09217577706323687,0.042382588774341354,0.047189272821041774,0.07203389830508475,0.1008729388942774,0.054249547920433995,0.011197670884456033,0.012692099077924426,0.5009259259259259,0.028199111707030922
0.0013298442795246878,0.000614304519526108,0.018809501802384693,0.001523466295355885,0.0008570449091532396,0.0728355474118186,0.16217430368373764,0.0009187557422233889,0.24183460736622656,0.00149508756941478,0.002328288707799767,0.0008393134416047674,0.09494773519163763,1.0,0.10316815597075549,0.001628029236691709,0.20152413209144793,0.1031578947368421,0.23629489603024575,0.37106017191977075,0.37193763919821826,0.09032258064516129,0.11592434411226357,0.4195804195804196,0.43529411764705883,0.0975177304964539,0.001067848206174394,0.0007918653828849095,0.0913978494623656,0.0009123330845152193
0.01739936611974731,0.022084805653710248,0.017554151624548736,0.013548620474201717,0.02282342783134264,0.03490923598643527,0.053151618398637135,0.013210344259594794,0.0821917808219178,0.01916376306620209,0.15384615384615385,0.03313253012048193,0.4923728813559322,0.10316815597075549,1.0,0.013785591503991014,0.48494208494208496,0.02594810379241517,0.0546448087431694,0.10180995475113122,0.10236220472440945,0.045501551189245086,0.04415454089312594,0.0901077375122429,0.08326029798422437,0.04591688462656204,0.012813334826356118,0.014499828243929778,0.4717948717948718,0.03243107349367301
0.6070383478114323,0.20148991770349858,0.01564200561897289,0.49859993219402554,0.3395635496429957,0.00513009013616314,0.002671768314806874,0.5712497034557292,0.003814750368089948,0.6395610855295385,0.007298523242727056,0.25143737322901893,0.012032199322656955,0.001628029236691709,0.013785591503991014,1.0,0.012961861887369405,0.0008349805739213415,0.0013609376860656993,0.0013878545799201137,0.0007996189050324951,3.4063426099397074e-05,0.002999254239486398,0.000799714144731245,0.001580342577487765,0.004308579479366328,0.6250923202943507,0.4672183979168278,0.011575059151956696,0.2270884868715167
0.01597643314841096,0.01967741935483871,0.023586400470822583,0.012719931722689076,0.02014557542411738,0.05677471310650292,0.10713031260976466,0.012097900948435984,0.16378030677882235,0.01777767200552131,0.14814814814814814,0.028780919472420043,0.4622792937399679,0.20152413209144793,0.48494208494208496,0.012961861887369405,1.0,0.05728155339805825,0.14352720450281425,0.1890625,0.1454898157129001,0.05304518664047151,0.08060388945752303,0.12559923298178333,0.18990825688073396,0.07900943396226415,0.012024528121107598,0.013093348723127975,0.4332797427652733,0.028094564222092732
0.0009933488814027813,0.0004134427972358396,0.004487001572763438,0.000806464885860531,0.0005477872279083178,0.022785999530185577,0.022192028985507248,0.0006761548229628774,0.03553660270078181,0.0011237566947207346,0.003780718336483932,0.00042536900761410524,0.03459821428571429,0.1031578947368421,0.02594810379241517,0.0008349805739213415,0.05728155339805825,1.0,0.42731277533039647,0.07731958762886598,0.19166666666666668,0.2553191489361702,0.014943580359865812,0.19230769230769232,0.1388101983002833,0.0363568215892054,0.000784866492607839,0.0005611062843903852,0.04716981132075472,0.0005043288223921998
0.0012492999612286218,0.0007062562533105762,0.010500508835229901,0.0013638977898282802,0.0009194873857824263,0.05282930265320498,0.07040358744394619,0.0009053050878145935,0.11212333566923616,0.0014067044966858996,0.0030349013657056147,0.0008887760284408329,0.0720081135902637,0.23629489603024575,0.0546448087431694,0.0013609376860656993,0.14352720450281425,0.42731277533039647,1.0,0.1865203761755486,0.18181818181818182,0.16287878787878787,0.04819642315853289,0.1298342541436464,0.3266832917705736,0.08426966292134831,0.0010712629710758997,0.0008128025431688462,0.08993576017130621,0.0009199632014719411
0.0015841414595508744,0.0010795985060690944,0.024327074276200168,0.0015209001112055996,0.0013679500698224516,0.08425821064552662,0.22774988589685075,0.0012123793764437965,0.3385269121813031,0.0017523087852237746,0.009424083769633508,0.001254075746175069,0.1111111111111111,0.37106017191977075,0.10180995475113122,0.0013878545799201137,0.1890625,0.07731958762886598,0.1865203761755486,1.0,0.3464419475655431,0.07583774250440917,0.15474362910653977,0.2425828970331588,0.4297945205479452,0.1264529764001409,0.001193545306979853,0.0011320958148394401,0.09808811305070657,0.0013219316726566697
0.0009913793103448277,0.00041232255404370616,0.008742714404662781,0.0008052455999079719,0.0005463380970181442,0.032992565055762084,0.08699676075890792,0.0006751304977852426,0.1347985347985348,0.001121290199446512,0.001607717041800643,0.00042371085970933437,0.09217577706323687,0.37193763919821826,0.10236220472440945,0.0007996189050324951,0.1454898157129001,0.19166666666666668,0.18181818181818182,0.3464419475655431,1.0,0.18502202643171806,0.0584958217270195,0.5720338983050848,0.31733333333333336,0.05307777368227055,0.0007516993202718912,0.000560173473075533,0.08287292817679558,0.0005023863350916855
4.3163914967087515e-05,5.907197920666332e-05,0.003700619853825516,6.58035435208186e-05,5.766181346403344e-05,0.018792576932111817,0.01910828025477707,3.297119965709952e-05,0.03151862464183381,4.7787441460384214e-05,0.001949317738791423,4.255138079230671e-05,0.042382588774341354,0.09032258064516129,0.045501551189245086,3.4063426099397074e-05,0.05304518664047151,0.2553191489361702,0.16287878787878787,0.07583774250440917,0.18502202643171806,1.0,0.013468013468013467,0.15418502202643172,0.03773584905660377,0.029985007496251874,3.201998046781191e-05,7.23877085670853e-05,0.0647921760391198,4.203800235412813e-05
0.0027150788183328604,0.0025734796153325207,0.1408567099765851,0.003169124568559774,0.0029421899435417604,0.33762057877813506,0.5446991404011461,0.0022459909846236003,0.33731430235945237,0.0030981143850577274,0.006868131868131868,0.003388171516771449,0.047189272821041774,0.11592434411226357,0.04415454089312594,0.002999254239486398,0.08060388945752303,0.014943580359865812,0.04819642315853289,0.15474362910653977,0.0584958217270195,0.013468013468013467,1.0,0.04983082128575823,0.09068476249228871,0.5605820105820106,0.0022913356959550287,0.0022992844763980165,0.039008008266597775,0.0030530940501898875
0.0009699530111652369,0.0003829386119948156,0.008418910167453048,0.0007559945436915542,0.0005176727732880849,0.031845653184565316,0.06843065693430657,0.0006752083264714601,0.12719298245614036,0.0010737038009114553,0.0016260162601626016,0.0003814367450731087,0.07203389830508475,0.4195804195804196,0.0901077375122429,0.000799714144731245,0.12559923298178333,0.19230769230769232,0.1298342541436464,0.2425828970331588,0.5720338983050848,0.15418502202643172,0.04983082128575823,1.0,0.2551546391752577,0.040525739320920046,0.0007197696737044146,0.0005240805999819283,0.06222707423580786,0.0004606365159128978
0.0013333333333333333,0.0008515636470415504,0.013921006382388308,0.0014772018514263205,0.0010035266794735786,0.052364475201845444,0.13804247460757155,0.0009699639962516645,0.1825284090909091,0.0014755932122712235,0.004076086956521739,0.0010970001265769376,0.1008729388942774,0.43529411764705883,0.08326029798422437,0.001580342577487765,0.18990825688073396,0.1388101983002833,0.3266832917705736,0.4297945205479452,0.31733333333333336,0.03773584905660377,0.09068476249228871,0.2551546391752577,1.0,0.07873730043541365,0.0011178894247660417,0.0008658164829812948,0.08622398414271557,0.0010838752709688177
0.004475742706387172,0.004104909361397322,0.12263671243008367,0.0045329909815668935,0.004608667529107374,0.3855542216886755,0.3444722918407129,0.003379021511517228,0.2869009584664537,0.004906726964386659,0.010094431781178768,0.005472483428395252,0.054249547920433995,0.0975177304964539,0.04591688462656204,0.004308579479366328,0.07900943396226415,0.0363568215892054,0.08426966292134831,0.1264529764001409,0.05307777368227055,0.029985007496251874,0.5605820105820106,0.040525739320920046,0.07873730043541365,1.0,0.003424393404186398,0.003695542793691552,0.05009107468123861,0.005412616733371451
0.719041741827273,0.30385616661243087,0.01392929134428525,0.41927821976248125,0.4980075989250301,0.00405297494387609,0.001956005402300635,0.8103973734191192,0.003036978756884343,0.6358881733940631,0.006827907871327595,0.3441896168186233,0.011197670884456033,0.001067848206174394,0.012813334826356118,0.6250923202943507,0.012024528121107598,0.000784866492607839,0.0010712629710758997,0.001193545306979853,0.0007516993202718912,3.201998046781191e-05,0.0022913356959550287,0.0007197696737044146,0.0011178894247660417,0.003424393404186398,1.0,0.6752162327761866,0.010735484696734557,0.3183871609929404
0.5940505374316425,0.388171959116798,0.01602084959451772,0.4189879152229011,0.6021733699725206,0.005140779572165384,0.00199203187250996,0.7754244436605677,0.003745717278230459,0.5011689658909688,0.0077735698624676105,0.40680817553781723,0.012692099077924426,0.0007918653828849095,0.014499828243929778,0.4672183979168278,0.013093348723127975,0.0005611062843903852,0.0008128025431688462,0.0011320958148394401,0.000560173473075533,7.23877085670853e-05,0.0022992844763980165,0.0005240805999819283,0.0008658164829812948,0.003695542793691552,0.6752162327761866,1.0,0.012096774193548387,0.3710397803305469
0.014512129380053909,0.018712243995874466,0.017342352567303765,0.011263298090994295,0.019058037770612622,0.0361247947454844,0.04756833510827121,0.011004217185028992,0.0771156735102654,0.016137888228413187,0.1644486692015209,0.02754201324053641,0.5009259259259259,0.0913978494623656,0.4717948717948718,0.011575059151956696,0.4332797427652733,0.04716981132075472,0.08993576017130621,0.09808811305070657,0.08287292817679558,0.0647921760391198,0.039008008266597775,0.06222707423580786,0.08622398414271557,0.05009107468123861,0.010735484696734557,0.012096774193548387,1.0,0.02703835673862922
0.3733903894472362,0.5722138657185833,0.019684153693872043,0.18304885226603884,0.5903785316897567,0.006840437788018433,0.0022471039479291773,0.33167972699696663,0.005615949296000642,0.3430206325115878,0.014028308622789702,0.7701784037558685,0.028199111707030922,0.0009123330845152193,0.03243107349367301,0.2270884868715167,0.028094564222092732,0.0005043288223921998,0.0009199632014719411,0.0013219316726566697,0.0005023863350916855,4.203800235412813e-05,0.0030530940501898875,0.0004606365159128978,0.0010838752709688177,0.005412616733371451,0.3183871609929404,0.3710397803305469,0.02703835673862922,1.0
